Rating;Employee Status;Review Title;Date;Pros;Cons;Num People Helpful
4.0;Current Employee;Good place to work;Apr 13, 2020 - Senior PM;fun, kind, loving, fast paced, rewarding;busy, isolating, processes, business oriented,;0
5.0;Current Employee;Great place to work;Dec 13, 2019 - Ops Manager;currently works at a territory team and absolutely love my day-to-day. I was never bored, was given a lot of challenges , and have a great team to work with;it's a bit difficult to connect with HQ when working remote at a territory team. HQ should think about how to better engage the territory team;1
1.0;Current Employee, more than 1 year;Culture really needs to improve;Jun 28, 2020 - Product Owner;Great product and ambitious company;- you can't bring your best authentic self since they expect you to be cold and aggressive like the CEO- only motivation to do your job is out of fear- the company doesn't really care about your career;24
3.0;Current Employee, more than 1 year;No development option;Jul 8, 2020 - Customer Support Specialist;Lots of nice people who you can get new skills and knowledge from;Unfortunately, there is no transparent path for career growth;2
5.0;Current Employee, more than 1 year;Agile company - Not perfect but problems are fixed quickly.;Feb 18, 2020 - Senior Technical Recruiter;- Quick decision making- Issues taken seriously and revolved in a timely fashion-Extreme growth - Great management;- Can be very hectic as in hyper growth;0
5.0;Current Employee, less than 1 year;Great experience;Feb 14, 2020 - IT Manager;Good communication, welcoming atmosphere, clear company values;During one call there was too much background noise;0
5.0;Current Employee, more than 1 year;Good place;Feb 7, 2020 - Business Development Manager;good companylearn a lot ...;sometimes need for long hours;0
1.0;Current Employee, less than 1 year;Stay away, ropy business model and immature management;Feb 12, 2020 - Operations Manager;nice office, interesting work, smart piers, sparking water in the fridge :);Horrendous probation period practices: probation period goals are poorly set. What was discussed in the first week of employment turned out to be completely irrelevant. Considering how much fuss was made by the HR on what one needed to do in the first 2 months, there was no attempt by the management to follow any structure or be involved in making me successful in my new job. No feedback:  you are told here and there that you are doing well, but there were no direct conversations to point out areas of improvement. None cares to put time in the calendar to have regular catch-ups or check on the progress to give direction in the early weeks. People are treated like disposable cards (pun intended):  I applied for a role that had a completely different profile and in a few weeks  not only did my job title change, but also I was told 'you are not fit for the role' and was let go in a few weeks for no reason  Company culture is set by managers, so there is no such thing, it's just bad management.;45
5.0;Current Employee, less than 1 year;Nice People and Culture in the Singapore office!;Feb 1, 2020 - Anonymous Employee;- No office politics or games, we know that if we do engage it those - it will hinder us and deprive us of opportunities moving forward.- Everyone is accountable and takes ownership of their actions- People are inclusive and diverse, and accepting of one another.- Beyond work, we can be quite a fun group of people. We still get things done man.- Fundamentally, we are all a team player. Though we might be strong or smart individually, we are all respectful of one another.- We encourage everyone to grow and develop as a professional in their own career. Having the space to struggle, and make honest mistakes, and learning from it is part of the process we recognised.;- Things can be ambiguous, given the startup nature. But this can provide a learning opportunity for you to take on different things, and solve various problems.;1
3.0;Former Employee, less than 1 year;Better wait 2-3 years for this company to get organized.;Jan 30, 2020 - Customer Support;- Beautiful office- Smart, youthful, ambitious colleagues- Really good referral bonus. Something like 1200 GBP.- Multinational office- They sort out residency for you. You pay all government fees, but no legal fees.- If you do not have a lot of work experience you will move up the ranks very quickly, as they are expanding rapidly, and desperate to fill management positions.;- VERY disorganized. There was even some information missing from my contract when I signed. - No real leadership.- Scaling very quickly so everything is very muddled right now.- Management is very very bad and completely inexperienced.;7
1.0;Former Employee, less than 1 year;Worst company to work for;Feb 26, 2020 - Customer Support Specialist;There are some nice and talented people;Unrealistic KPI'sPoor MangementHigh PressureI wish I could rate less than 1 star;5
5.0;Current Employee, less than 1 year;Manager;Jan 24, 2020 - Enterprise Risk Manager;Interview process was great, had an offer after 2 months which I accepted. Working environment and people in Revolut are great. People working hard to have top results for the customers and that's a great challenge. Awesome experience so far :-);Nothing so far. Everything seems great;0
5.0;Current Employee, less than 1 year;Best company;Jan 24, 2020 - Aircraft Mechanic, Assistant;Good level of management, great office;The salary should be higher;0
4.0;Current Employee, less than 1 year;Good Company;Jan 23, 2020 - Lead Recruiter;Great benefitsLots of autonomy Good techSmart people;Long hours at times can be tiring;0
1.0;Former Employee;Avoid;Jan 30, 2020 - Senior Software Engineer;- Cool office space.- Many people I've meet were very nice, knowledgeable, and humble.- No one tells you how to do things, as long as you get things done (this also proved to be one of their issues).;"- Arrogant management.- Probation period goals poorly defined and most of the times not measurable.- Lack of support or direction during your probation period. You'll have to constantly chase your line manager to give you feedback and luckily he/she won't be too busy.- No one will tell you whether you passed the probation period or not, even though they are supposed to give you a written confirmation.- Blame culture. Instead of focusing on solutions and fixing problems or educating people, some senior engineers / managers prefer to just make fun of other people's lack of skills or point fingers.- People are treated as disposable and will be let go during their probation period for no reason. With luck, they will tell you ""you're not a good fit for the company"".- They tell you that no one forces you to work long hours, but the tasks they give you during your probation force you to work many extra hours and during the weekend.- Job spec advertised completely different from the actual work you'll do (given the speed at which the company is growing, you'll end up doing really crappy work that other people who've been longer in the company don't want to do).";39
4.0;Current Employee;Good to start;Jan 18, 2020 - Programmer Analyst;Good environment , bring people to work with;Bad salary in overall judgement;0
2.0;Current Employee, more than 1 year;No career for technical staff;Dec 15, 2019 - Engineer;Ownership and some freedom to develop and deliver projects. Early stage members will learn and grow a lot, to some extent.;"- executive team is built by people who don't believe in managers so there is poor growth potential for employees- CTO possesses no real leadership skill and so promotes technical staff by merit of their proximity or similarity to him- CEO employs inexperienced team of founders minions to create KPI and performance review processes resulting in broken, non-transparent review system that doesn't reward anything other than immediate returns (lacks recognition for long-term deliverables)- no recognition for lots of long-time employees (have even seen this with early stage team as well)- trying to launch globally without hiring proper executives on the ground in global offices; all executive staff is hired in London HQ- company has developed into bureaucratic teams with many new hires with hidden motives who secretively bash others' work";35
5.0;Current Employee;If you want to grow, this is the place to be;Jan 14, 2020 - Anonymous Employee;Intelligent and passionate people, tons of opportunities, global vision;nothing in particular so far;0
5.0;Current Employee, less than 1 year;Head of Anti-money laundering unit, MLRO;Jan 2, 2020 - Anonymous Employee;Disrupting technology focused fin-tech startup, with extremely bright people on board;Challenging while in growth, all nee process set-up;0
2.0;Current Employee;Too little attention to employee;Jan 16, 2020 - Consulting Senior Manager;very good product and people;Employee is not really valued;0
5.0;Current Employee, less than 1 year;Good place to work and gain experience on a high growth & high paced environment;Dec 23, 2019 - Executive Associate;Very talented people, willing to work hard and get things done. Good environment to learn and test yourself.;I understand this is normal to startups, but the environment is quite demanding and the scope of your work is often not clear - you just have to make things work;0
3.0;Current Employee;Good, but not for everyone;Jan 2, 2020 - Product Associate;* A lot of opportunities to learn* A lot of responsibilities * A lot of perks and flexibility;* Huge pressure * Crazy working hours * Politics;2
5.0;Current Employee, less than 1 year;Good company;Dec 14, 2019 - Customer Support Specialist;They give you all the feedback you need.;There is none really :);1
5.0;Current Employee;Great place to work;Dec 13, 2019 - Ops Manager;currently works at a territory team and absolutely love my day-to-day. I was never bored, was given a lot of challenges , and have a great team to work with;it's a bit difficult to connect with HQ when working remote at a territory team. HQ should think about how to better engage the territory team;1
5.0;Current Employee;PM;Dec 15, 2019 - Product Manager;Nice place to work in.;none, everything is very nice;0
1.0;Current Employee;Head of Ops;Jan 17, 2020 -;High focus on short term;Terrible work culture. Slave driving from CEO;4
5.0;Current Employee, less than 1 year;Great Company Culture;Dec 2, 2019 - Copywriter;From the interview process through to my offer, the company faced negative press about the company culture head on. I find this to be a really honest approach to a difficult topic.Now working here, I find that there is a decent work-life balance, as long as you make boundaries. All the work can be done in time, as long as you work efficiently and don't waste time. I'd recommend it to people - especially as it's growing, so the right time to come in and invest effort into making it a global giant.;Onboarding is a total baptism by fire and needs major restructuring to help new starters get settled and comfortable with their work and resources. Other colleagues are friendly and willing to help, but it's all a bit up in the air.;2
5.0;Current Employee, more than 1 year;Fast growing company - amazing environment and many opportunities to grow and learn;Nov 26, 2019 - Marketing Manager;Fast growing company - amazing environment and many opportunities to grow and learn;Things are moving very fast, many new processes and sometimes is a bit messy;2
5.0;Current Employee, less than 1 year;AMAZING - I feel at home <3;Nov 29, 2019 - Human Resources Manager;I work at Porto Office (Portugal)The environment is amazing, people really connect with each other and help each other. If you have a problem or doubt, you go directly to some member of another team and they help you. No judgements or bad faces, at all. We're all here to learn and improve, and we all have the same goal.We have maybe around 40% international co-workers, and 60% native. This is incredible as well in so many ways.The benefits and perks are medium-high compared to the rest of the market.There are several internal events and initiatives that really engage people and gives them a continuous feel that . You can really identify with the company and culture and values! The company is changing each day, with improvements coming along each day. And every week, you see that the mindset is becoming more and more people-focused :) The brand new Office, which will hold around 450 people, is a-ma-zing. Gives you a sense of comfort and belonging, and the idea that you have the best workplace you could ask for.Plus, the company has some internal strategies that are really incredible: for example every week, we have a broadcast from another office, to update everyone on the current status of the company in the market, about the new initiatives and plans, about new processes and procedures, about everything else that might matter and that might be important for everyone to know. This keeps people in the loop and motivated.;As any fast-growing company, there are some improvement points. One of them is the organisation (one still feels a bit lost sometimes, because things are super fast and change fast).And... not exactly a con, but the KPI's are demanding - but totally understandable: if you want to have the best, hire the best and become the best... you gotta set the bar high! Nevertheless, if you come here with the goal of working, learning and enjoying yourself while you do it... everything will work out just fine.Just don't think you will come here to play around just because this is a start-up: you still need to be responsible and do your part! :);1
5.0;Current Employee;Revolut Review;Nov 22, 2019 - Lead Product Owner;High Responsibility, Big Impact, Exposure;Need to be flexible, change direction fast;1
1.0;Current Employee, less than 1 year;I highly advise you NOT to work for Revolut, don't get tricked by their fancy office!;Dec 18, 2019 - Customer Support Specialist;Snacks and coffee. Jacket and a backpack with a Revolut logo. Enjoy.;If you can and are not completely desperate, then look for a job somewhere else.  Don't get hired by Revolut,  you can hardly find a worse company to work for, with one exception that is Teleperformance Portugal, I guess. You are in a loop of sending automatized messages all day long without actually having any change to truly help a customer as no-one knows what to do and how things really work. Even worse, the performance targets are set up unrealistically that no one can achieve them. A colleague of mine got a panic attack from the overload and stress they put on you. Salary is decent to Portuguese standards but you are not going to know your schedule more than two weeks ahead so say goodbye to any work-life balance as it's non-existent.;12
1.0;Current Employee;A lot needs to change;Dec 21, 2019 - Anonymous Employee;Product is great idea, lots on offer within the office.;Pretty much everything, the whole company is in a mess, with a stream of managers with no experience (most only having internships before leading large scale teams?!?) driving this, they talk about hiring A players yet I would say 90% are C players and would struggle working in any other organisation, the focus has been grow and hire anyone.The Founder Associates drive everything yet they built departments with no knowledge on how to build a business or even the basics in business and finance. We have hired too many non-banking people who have no knowledge of regulations that will impact everything as the company expands. There is no budgeting process in place when recruiting teams, everyone here thinks money is limitless yet money is very limited. The whole organisation needs an overhaul from top to bottom, Nik created a great idea and product yet is now the stopping block for this company being great, he needs to move on to allow the company to succeed further not to mention a bully (I'm surprised no legal, press article has hit about this yet!)If nothing changes in early Q1 2020 this will be a WeWork of the challenger banks, with Martin Gilbert arriving in January he has his work cut out to sort out with the board and in particular his first job (likely from investors being worried) will be to sort out Nik or replace him soon.;7
5.0;Current Employee, less than 1 year;Aiming to recruit the best!;Nov 12, 2019 - Senior Manager;"After 8 interviews/video calls and a home analytical exercise that consumed 25 man hours, I bought into the high performing culture that is Revolut.  I was inspired by all the good, bad and ugly available on internet about the company; and overwhelmingly resonated with my work style and desire to work with a company that welcomes innovation, gsd mindset and people's pursuit of doing things better, different, faster etc.  Feels like I have joined a company that truly embraces risk/reward for high performing individuals.  Also seems that all the 'showmanship' leaders/manages with egos, abrasive communication style and selfish mindsets are unwelcome.  And that is a great thing!";No cons as too early.  However I embrace the opportunity to work with the team to build a culture that is fit for the company's Lifestage today, noting high growth period would come with teething problems/personal stress etc.  I welcome the opportunity to showcase how we can be a high performing team in a collegial respectful, continuous learning environment.;1
5.0;Current Employee, less than 1 year;Great Place to work!;Nov 7, 2019 - IAM Analyst;Lots of energy, great people and exciting times. Spending years in sleepy corporate banks, I am finding  this so refreshing.  Lots of teams  still seem to be fibding their position, but this is part of the great journey..right?;Sometimes feel overwhelmed at the end of the day , but i’d rather this than feeling underwhelmed and insignificant at the end of a day. Keep up the great work Revolut!;2
4.0;Former Employee;Burnouted completely;Nov 3, 2019 - Software Engineer;Perks are amazing, stock options, office is amazing;Work/life balance and burnout. HR should be improved;2
5.0;Current Employee, less than 1 year;So glad I did not trust the social media;Nov 1, 2019 - Anonymous Employee;I was slightly concerned after I had accepted the offer and all the publications went off after a few days but all the things vanished since I started:- The product and the company literally changes the world. It's a perfect opportunity to come in and leave your mark.- All the people you work with are very competent. In all the departments! Haven't met anyone with no clue why he/she was hired. - Never counts your work hours. It's how smart you are with your job. If you could deliver great results in less time, no one will care how much time you spent on them (don't trust what the media is saying!)- Being surrounded by top people and using your creative mindset allows you to grow 5x faster- Salaries and perks are great.;- When the growth is that fast sometimes is tough to pause and follow all the updates timely;2
5.0;Current Employee, less than 1 year;Get It Done;Oct 30, 2019 - Product Marketing Manager;Great people, fantastic office, shared vision, worthwhile cause.;"High growth businesses are not for everyone; you really need to be a self-starter and identify challenges and opportunities yourself";1
5.0;Current Employee, less than 1 year;Unbelievably amazing and ambitious company!;Oct 31, 2019 - Redacted;+ Super fast faced and driven company;There are no downsides to working at Revolut;0
5.0;Current Employee, less than 1 year;Ideal place for those who can take ownership of what they do;Oct 31, 2019 - EB Manager;It is a company where you really can find meaning in what you do, you see the goal, you achieve, you get support, you learn, you grow.;"Everything moves dynamically and changes fast. I can't even say that it's ""cons"" because it's just a challenge you should be ready for.";0
1.0;Current Employee, less than 1 year;Aggressive culture & unclear accountability;Nov 27, 2019 - Anonymous Employee;Intelligent people, bias to action, good benefits, high ambition;No life-work balance, unclear accountabilities, aggressive culture and management do not know how to communicate or inspire;4
5.0;Current Employee, less than 1 year;Product Associate;Oct 17, 2019 - Product Support Associate;HR keep to time and respond on time to any issues.;No comment of  any.;1
5.0;Current Employee, less than 1 year;Best company EVER!;Oct 18, 2019 - FinCrime Analyst;The people are amazing! The onboarding process is 5stars!;can't think of any cons!;0
5.0;Current Employee, less than 1 year;good salary and big impact;Oct 19, 2019 - Senior Software Engineer;Corporation with startup roots, lots of flexibility.;To get things done you need to workout a lot of information on your own;0
4.0;Former Employee, less than 1 year;Good place to work if you want to relocate to London;Oct 13, 2019 - Java Developer;Easy relocationInteresting projectBonusesMandatory business trips to London;Work life balanceProcesses, workflow (it is still startup)Bad atmosphere;2
3.0;Former Employee, more than 1 year;Culture has to be sorted out asap;May 3, 2018 - Anonymous Employee;- exciting growth opportunities as a result of grow- Revolut are the coolest kids on the fintech block- your work will have positive impact on people lives - will save a lot because of the great solution;"- while it was the proper environment which got the company to this point, now it has to shift from aggressive, unstructured, chaotic into a structured, aligned and supportive culture- unreasonable decisions; lack of overall experience in people management- there’s a perception senior management doesn’t respect / support employees. To some extent it’s true because all the focus is to get the a game from people instead of faciliating their growth professionally and personally- customer support needs improvement. It’d be great if CEo cared about improving the level of customer service to a higher level let’s say the same Amazon’s ceo is caring about his customers";20
3.0;Current Employee;average;Mar 21, 2020 - Financial Crimes Analyst;variety of benefits, friendly enviroment;lack of communication, poor management;0
3.0;Current Employee;Good, but not for everyone;Jan 2, 2020 - Product Associate;* A lot of opportunities to learn* A lot of responsibilities * A lot of perks and flexibility;* Huge pressure * Crazy working hours * Politics;2
2.0;Current Employee;Too little attention to employee;Jan 16, 2020 - Consulting Senior Manager;very good product and people;Employee is not really valued;0
1.0;Current Employee, less than 1 year;Aggressive culture & unclear accountability;Nov 27, 2019 - Anonymous Employee;Intelligent people, bias to action, good benefits, high ambition;No life-work balance, unclear accountabilities, aggressive culture and management do not know how to communicate or inspire;4
1.0;Former Employee;I should have trusted those bad reviews on Glassdoor myself;Apr 11, 2019 - Recruiter;Location and office is really cool but hey.... so as many other offices and not many companies have a great culture. Revolut definitely doesn't belong to them.;This is where the fun starts... If you want to work in the company full of arrogant people and never being appreciated on top of super long hours and low pay in comparison to other companies on the market- then go ahead and apply. Just prepare yourself that you will burn out very quickly in the environment like that.  If you need any help with your job, prepare yourself for not getting it but the expectations will always stay the same (!). They will always blame you for something that is out of your control.  If you do your normal hours 9-6 and you leave at 6, people think that you work part-time. The management team only know how to demotivates their stuff. The company could benefit from many changes but they are not willing to listen (and they are getting rid of people who want to change things) thanks to CEO's vision.  It was probably the worst company I was working for and it is a big relief not to be working in such a toxic environment. Fan fact:  if you are not a coder or have strong analytical mind or financial background -  you are not worth anything. Sounds like fun working for such a company? Not really if you care for your mental health.;28
4.0;Current Employee, less than 1 year;Revolut is a great place to grow;Mar 3, 2019 - Customer Support Specialist;Revolut is giving you the option to grow, and they are helping you to find your best skills and develop them. The atmosphere and culture is really good, I am really happy to be here and be a part of this company. In case of any difficulties, there are a lots of people that are here to help and understand what is wrong. If you want to spread your wings and learn, and be better version - join revolut :);Unfortunately, there is a a small sense od competition here. In our office, on the huge screen, all the emplyess are able to see who was the best in the last 24 hours. Who has the best productivity. This is not good. You making us feel that we need to start a race with our collegaues and for some, this is not fun. If you want to motivate us to be better, just let us know. We will try harder, but to do that, we do not need to see the best 5 people in the office.;0
3.0;Former Employee, less than 1 year;Management of Start- up quality;Oct 24, 2019 - Compliance Analyst;Modern Office, Daily quality meals;Incompetent Team- Leaders, Managers are Uninterested and uncommitted.;4
1.0;Current Employee;Head of Ops;Jan 17, 2020 -;High focus on short term;Terrible work culture. Slave driving from CEO;4
3.0;Current Employee, more than 1 year;Not bad not good either;Sep 24, 2019 - Business Analyst;Super cool company to work for, its a new fintech and tons of thing happening;Salary is not so great;5
5.0;Current Employee, more than 1 year;An opportunity you cannot lose!;Feb 14, 2018 - Customer Support Team Leader;- young, international and ambitious team- flexible working hours, possibility to work remotely- extra benefits such as dinner and taxi ride home if you're staying up late in the office, gym membership, private medical healthcare package- biannual evaluations with potential salary raise- high-paced environment where you can learn a lot, show off your skills and instantly implement great ideas while working with different teams across multiple offices- frequent trainings and options to grow within the company- great company culture and direct contact with senior management- good communication between teams, weekly updates about the product development- you always get a constructive feedback from your management, but also recognition for your hard work. They'll make sure to use all of your potential!;- job might be stressful and under pressure- high targets- you need to be able to handle multitasking;3
2.0;Former Employee, less than 1 year;-;Oct 28, 2019 - Anonymous Employee;Great people and atmosphereVery nice officeNice perks and benefits;No structureNo trainingsLack of communication between teams and departmentsMany not suitable managers;1
1.0;Former Employee, more than 1 year;Stockholm Syndrome;Feb 28, 2019 - Analyst;-Learn and do a lot because they essentially hire 1 person to fill the role of 3-Work with some really bright, passionate people -Company will continue to grow rapidly off the backs of people working insane hours to meet the unreasonable KPIs set by management;"-Salary does not match the illegal working hours which are ""your choice"" (but you will be penalised and berated if you do not work over the weekend or try to leave work at a reasonable time)-You will honestly develop Stockholm Syndrome during your time at the company as it is the only way to deal with the way you're treated-You will get messages at all hours requesting you to do work-Not seen as human by the company-Get demeaning and accusatory messages from management for things that are beyond your control-Unable to keep up with or form meaningful relationships outside of Revolut as you only have time to manage relationships within/relating to the company-Unreasonable KPIs and goals with no matching resources to support you in reaching these goals-""Do first, ask forgiveness later"" mentality in regards to things such as consumer protections and communications";70
4.0;Current Employee, less than 1 year;Bumpy start but I'm here to stay.;Feb 18, 2019 - Talent Acquisition Manager;I made the conscious decision to move to a start-up organisation because I wanted to integrate myself in an organisation in its early years & make an impact. I feel like I am achieving just that. I've watched a lot change at Revolut in a short space of time and being in an organisation that is constantly evolving and advancing has been so refreshing. I look forward to what the future has to hold here.Take the negative feedback here with a BIG pinch of salt.Yes - this company isn't perfect and it still has the occasional growing pain, but (for those who want to make an impact) the potential here is phenomenal.;I joined the business over 6 months ago and I joined at a time where communication wasn't clear or shared in full, so the company was very reliant on the initiative of employees. This has calmed down significantly now and all the teams have stronger structures (although initiative is still required!).;2
5.0;Current Employee, less than 1 year;You need to be passionate;Feb 22, 2018 - Anonymous Employee;- You work in a very energetic and dynamic environment. Things are happening fast here. - Everyone is really passionate about the company. It's not a 9 to 5 kind of job. People love it and are giving everything to drive the changes- You have a real impact and consistently have a feeling of accomplishments. This is different from working in huge corporations.- Direct and honest culture. People raise issues when they see it, are honest to give direct feedback. So things actually move faster here, people are not afraid to speak up.;- Work-Life Balance. Well, no one is making you stay longer. But as you get so enthusiastic about the work, you tend to do that on your own. Also, you're always overwhelmed with the ideas about your job, so you simply don't want to delay it.- Direct Culture. It works great for me, but some other people feel pressure and are not used to that style.;2
3.0;Current Employee, more than 1 year;company review;Oct 13, 2019 - Anonymous Employee;A good place to work;NO work-life balance and stressful;2
4.0;Current Employee, less than 1 year;Revolut is a great place to grow;Mar 3, 2019 - Customer Support Specialist;In Revolut you have a great option to grow and develop yourself. Everyone here is really trying to help you find your best skills and focus on them. Also, we have a really great and chill atmosphere.;The issue is with competitions. This is not a normal corporation, this is true. But still, we can see the list of targets and who is the best in the whole team in the last 24 hours. We can see names of out colleagues on the huge TV and their scores. This is not motivation for most of the people. It would be much better to not see the scores of other people. You just need to tell us - do your best, and we will try harder. Really.;0
2.0;Former Employee, less than 1 year;Avoid;Sep 25, 2019 - KYC Analyst;Good work experience / Nice collegues;Long working hoursShiftsLow salaryNot enough benefits;5
3.0;Current Employee;Compliance;Apr 15, 2018 - Anonymous Employee;"Very good place to acquire vast experience; good skills are appreciated.If you love what you do and you are ready for challenges, they are ready to provide you with the opportunities to develop towards desired directions.";"Salaries do not make any sense, there are enormous discrepancies between people in the same team, even if their prior experience is not any different.They never keep what they say; the company has made multiple promises to employees that they have completely failed to comply; HR changes the rules on the go and management makes employees do things they did not sign up for, just because ""things change"", completely changing the working conditions.";7
5.0;Current Employee, more than 1 year;Software Developer;Mar 3, 2019 - Front End Developer;+ C-level staff is reachable and extremely open+ Employees are being valued by the things they helped company to achieve+ No micromanagement+ Highly performant and influencing colleagues+ Fast-paced environment, literally you see the result of your efforts on a constant basis;- (minor) Some years ago there was much overtime, but otherwise we wouldn't be able to reach that we have for now, yet there are much things to do.;3
5.0;Current Employee, less than 1 year;Amazing;Jul 10, 2019 - Tech Administrative;This workplace has really excelled my career;No real cons, no issues;1
5.0;Current Employee, less than 1 year;Great place to grow your skills;Jun 21, 2019 - Software Engineer;- Plenty of opportunities- Skilled folks- Great pay, share options as bonuses- free fruits, juices, ping pong, nice office;- lack of local tech management, mostly management for tech is UK based;3
5.0;Current Employee;good;Jun 26, 2019 - Transfer Investigation Specialist;environment, people, career, salary, schedule;I do not think there is anything;1
5.0;Current Employee, more than 1 year;Amazing opportunities;Jun 12, 2019 - Team Leader;- Great exposure to an amazing and trending product (you will learn thoroughly how the banking system works and how Revolut does it better) - Ownership (ability to run your own projects and be responsible for a lot of processes)- Very competetive salary - Great atmosphere and passionate coworkers;- not for everyone (if you are looking for a job that will end after 8h when you leave the office, it's probably not for you )- it requires effort and ambition to gain what you want (but it pays off) - if you are medicore at what you're doing, you won't get too far;3
1.0;Current Employee;Already looking elsewhere;Jul 10, 2019 - Anonymous Employee;Free snack and drinks, wow;Management are shocking, expectations of their staff are wild.;8
4.0;Current Employee, more than 1 year;Good for young job seekers;May 13, 2019 - Technical Support Specialist;It's a good place to get some banking exposure;When it comes to career development or promotion be careful real Game of thrones goes around here and you might lose your job like Ned Stark lost his head;7
5.0;Current Employee;Fantastic experience and place to work.;May 7, 2019 - Lead Recruiter;Excellent perks and salary, plus gives you a lot of experience very quickly.;Fast growth brings with it some growing pains;2
1.0;Current Employee, less than 1 year;The worst company I ever worked for;May 31, 2019 - Anonymous Employee;Quite good salary Food for late shifts, fruits and cereal;- only KPIs matter, doing your job properly comes second-compliance team is full of unqualified people- the work culture is awful - high positions are occupied by people with no or very little experience;17
2.0;Former Employee, less than 1 year;Call centre of high volume, low quality... chaos!;May 6, 2019 - Customer Service Agent;Decent salary package if you want to live in Krakow Poland. Unfortunatly the air pollution in Krakow is pretty bad.Colleagues were decent.;"A lot of cultural hurdles if you are not Polish.Schedule took no consideration of staff. You could be rostered for 10 days straight. Then have a possible 4 days off yet the manager in charge of scheduling would give you a shift in the middle of a 4 day break. Management was too young and inexperienced. Job was purely about numbers of chats. No quality in service.HR was straight from the Soviet era - worst I have seen globally. All smiles before you start, then they think you are their personal labour force to treat as they please. No recourse for questioning or discussion.All over a poor experience with an immature ""company"".";11
3.0;Current Employee, less than 1 year;Good job but hard to adavnce;May 5, 2019 - Business Customer Support;- Competitive wage- Plenty of company benefits- New office;- 24 hour shifts 7 days a week 365 days a year- The way the KPI for the teams are set up do not really reflect the work put in on a given shift- Very hard to provide own process, usually the answer is that the decisions are made higher up- A lot of miscommunication- Lack of team spirit and togetherness;7
5.0;Current Employee, less than 1 year;Go for it if you connect to what you do);Mar 4, 2019 - Data Scientist;Maybe a somewhat different take on what it feels likeEveryone is important. There are no people whose work doesn’t matter. A support agent that works to help specific people with any queries they may have can either clear up all their questions and worries or ruin their day by being ignorant and invasive. A product owner is here to identify and solve problems that make the most difference for our customers, yet should they fail it will have us make more mistakes on our journey to make people’s lives better.We support each other and are interested in getting to the results we work towards (a) as a team and (b) in a sustainable manner. We have ups and downs together, team rather than individual KPIs, and closely coupled goals across the teams. Everyone in the company is interested in everyone’s else success and has the time to clear out any blockers and answer the questions. The data team I’m part of and can tell most about is very friendly and cheerful) And this is not to mention the high calibre of the people you will be working and interacting with.We take responsibility for what we do and what we build. You become part of a rapidly growing team that is still taking shape and morphing, and, whatever your role is, are on one hell of a ride that is work in a rapidly growing smartly built start-up where decisions are based on data and there is no place for complacency and ignorance.;Taking the responsibility and connecting to what you do will likely mean every now and then going an extra mile. Little matters how much or how little you work, yet it’s intensive and I would not think of life at Revolut as a nine-to-five job. And it’s also your responsibility to avoid burnout and manage your time well.Not everything depends on you. Hardly anything is set in stone, which is mostly good yet at times frustrating, and if what you’ve been working on is no longer relevant to improving what we do and how we do it, it will be let go of. If it’s not the solution and bringing value to what people get with us that matter to you, it may be difficult and might seem somewhat unjust.People that wake up in the morning not knowing what are they doing in this world and need to be told of what’s the meaning of it all (preferably in an invigorating manner) may wilt in a culture of making a difference and getting it done.;3
4.0;Current Employee, less than 1 year;It is like your life - depends what you do with it and how you approach daily challenges - for me it is rewarding;Mar 4, 2019 - Analyst;- Competent & willing to help colleagues- Disrupting banking sector - No day is like the other- Diversity - Friendly atmosphere- A place where you grow professionally & personally;- no 13th salary or any mid-year bonus :/ - no external trainings- the company does not cover any educational costs (i.e. an online course which would make you better & more competent and knowledgeable in your specific area and thus make company as such better too).;1
1.0;Current Employee, more than 1 year;No structure, disorganised and bad culture;Apr 26, 2019 - Anonymous Employee;Free soft drinks Deliveroo if working after 7;The company has absolutely no structure, couldn’t find HR even if they were standing in front of you and mangers don’t actually know how to manage. The culture is basically work until you bleed, working late is normal without paid overtime - 7/8/9pm people still at work. The company is not very diverse. Very clique orientated The excuse of still being a “start up” is absolutely rubbish standard work place processes are not hard to establish. Holidays - 22days which is the lowest I’ve seen. No common sense. No real employee perks. If you don’t fit in to their ‘culture’ you’ll probably get excluded. Could label this one of the worst companies to work for.;50
5.0;Current Employee, more than 1 year;Place for future Entrepreneurs to grow;Mar 3, 2019 - Anonymous Employee;- you get to build the next big thing in tech- you get to change the dynamics of a legacy industry- you get a lot of exposure from day one and you get to work on exciting projects- you have impact which is a two - sided sword because when you don't deliver, you are the one taking responsibility;- it is not a 9 - 5- the workload  definitely is a lot but it is  manageable- you just need passionate about the company and the product and believe in its success. (you are ultimately the owner of a particular line of business);0
4.0;Current Employee, less than 1 year;Unusual Workplace - Evolving in interesting ways;Mar 13, 2019 - Operations Manager;Joined few weeks back and here are my first impressions- Extremely transparent- Very ambitious- Using modern age tools and techniques- Young crowd- Doesnt matter where you work, how much you work and how you work as long as things are getting done.;-Growing fast so practices at times are not consistent.- Its a startup trying to solve a problem which hasnt been solved fast enough. It means hard work and no one at revolut are willing to(or should) apologize for.;2
